App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
10 Best Foods for You,Excellent app with useful features.,Positive,0.561797,0.840081
Google Maps,Excellent app with useful features.,Positive,0.592766,0.779343
Swiggy,Very helpful and easy to use.,Positive,0.382845,0.493276
Duolingo,Love the interface and performance.,Positive,0.716007,0.679284
YouTube,"Amazing experience, highly recommended.",Positive,0.491657,0.808568
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.75625,0.240052
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.434522,0.8868
Duolingo,"Amazing experience, highly recommended.",Positive,0.449279,0.616406
Canva,Useful but has minor issues.,Neutral,0,0.427311
YouTube,Very slow after the latest update.,Negative,-0.740581,0.629174
Google Maps,Works great especially for daily use.,Positive,0.682107,0.261638
YouTube,Average experience overall.,Neutral,0,0.366977
YouTube,Average experience overall.,Neutral,0,0.176359
Swiggy,Works fine but can be better.,Neutral,0,0.527704
YouTube,Useful but has minor issues.,Neutral,0,0.352255
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.324728,0.305833
Zomato,Very helpful and easy to use.,Positive,0.569924,0.563955
WhatsApp,Love the interface and performance.,Positive,0.803611,0.253659
Google Maps,Love the interface and performance.,Positive,0.83907,0.74202
Google Maps,Useful but has minor issues.,Neutral,0,0.33331
Telegram,Love the interface and performance.,Positive,0.661978,0.870102
Google Maps,"Amazing experience, highly recommended.",Positive,0.333516,0.886341
Amazon Shopping,Love the interface and performance.,Positive,0.995772,0.873557
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.439614,0.219101
Instagram,"Amazing experience, highly recommended.",Positive,0.820058,0.800278
Instagram,Average experience overall.,Neutral,0,0.424536
Duolingo,Works great especially for daily use.,Positive,0.922931,0.402336
Google Maps,Works great especially for daily use.,Positive,0.570639,0.53264
10 Best Foods for You,Excellent app with useful features.,Positive,0.436334,0.242495
Instagram,Poor user experience.,Negative,-0.929689,0.505766
Zomato,"Amazing experience, highly recommended.",Positive,0.254205,0.465162
Duolingo,Excellent app with useful features.,Positive,0.316751,0.768884
Duolingo,Love the interface and performance.,Positive,0.497013,0.558687
Flipkart,Love the interface and performance.,Positive,0.461236,0.494374
YouTube,"Amazing experience, highly recommended.",Positive,0.806794,0.546727
Netflix,,,,
YouTube,Useful but has minor issues.,Neutral,0,0.133645
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.78516,0.708164
Amazon Shopping,App crashes frequently.,Negative,-0.444813,0.493032
Canva,,,,
Duolingo,,,,
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.839577,0.906533
Google Maps,Works great especially for daily use.,Positive,0.200454,0.252983
Zomato,,,,
WhatsApp,"Amazing experience, highly recommended.",Positive,0.932107,0.332483
Telegram,"Amazing experience, highly recommended.",Positive,0.849352,0.47419
WhatsApp,Too many ads.,Negative,-0.480661,0.683548
Swiggy,Very helpful and easy to use.,Positive,0.621367,0.734201
Zomato,Very helpful and easy to use.,Positive,0.844951,0.822637
Canva,"Amazing experience, highly recommended.",Positive,0.417751,0.951952
Duolingo,"Not bad, just decent.",Neutral,0,0.125643
Spotify,App crashes frequently.,Negative,-0.258338,0.68851
Zomato,Very slow after the latest update.,Negative,-0.582087,0.407281
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.794019,0.535433
Flipkart,Love the interface and performance.,Positive,0.584939,0.942728
Adobe Acrobat Reader,App crashes frequently.,Negative,-0.607939,0.870543
Amazon Shopping,Too many ads.,Negative,-0.156165,0.382758
Canva,Poor user experience.,Negative,-0.470419,0.583722
Zomato,Works great especially for daily use.,Positive,0.468889,0.678386
Spotify,Excellent app with useful features.,Positive,0.265848,0.789944
Amazon Shopping,Excellent app with useful features.,Positive,0.947499,0.834872
WhatsApp,App crashes frequently.,Negative,-0.575913,0.322879
Duolingo,Very helpful and easy to use.,Positive,0.732847,0.270016
Amazon Shopping,Excellent app with useful features.,Positive,0.997052,0.265877
10 Best Foods for You,Average experience overall.,Neutral,0,0.494771
Swiggy,App crashes frequently.,Negative,-0.759403,0.504
Zomato,Works fine but can be better.,Neutral,0,0.169308
Instagram,Love the interface and performance.,Positive,0.276896,0.685187
WhatsApp,Very helpful and easy to use.,Positive,0.732007,0.755927
YouTube,Too many ads.,Negative,-0.735712,0.79396
Google Maps,Too many ads.,Negative,-0.40037,0.447383
Instagram,Excellent app with useful features.,Positive,0.246998,0.900113
Amazon Shopping,Works great especially for daily use.,Positive,0.778216,0.42598
Flipkart,"Amazing experience, highly recommended.",Positive,0.548268,0.298095
Telegram,Useful but has minor issues.,Neutral,0,0.251273
WhatsApp,Excellent app with useful features.,Positive,0.491367,0.512635
Flipkart,Very helpful and easy to use.,Positive,0.511647,0.850015
Instagram,Very helpful and easy to use.,Positive,0.55969,0.852625
WhatsApp,Very helpful and easy to use.,Positive,0.966452,0.801211
Zomato,Works great especially for daily use.,Positive,0.963432,0.532641
Instagram,Excellent app with useful features.,Positive,0.907375,0.392019
Spotify,Works great especially for daily use.,Positive,0.776628,0.534296
YouTube,,,,
Flipkart,Works fine but can be better.,Neutral,0,0.26859
Adobe Acrobat Reader,Useful but has minor issues.,Neutral,0,0.200857
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.236723
Google Maps,Not satisfied with the performance.,Negative,-0.16608,0.437663
YouTube,"Not bad, just decent.",Neutral,0,0.582071
Spotify,"Amazing experience, highly recommended.",Positive,0.235611,0.466084
Google Maps,App crashes frequently.,Negative,-0.572934,0.914764
Swiggy,Not satisfied with the performance.,Negative,-0.792149,0.520626
Spotify,Excellent app with useful features.,Positive,0.853389,0.734746
Spotify,Love the interface and performance.,Positive,0.383377,0.377441
Zomato,"Amazing experience, highly recommended.",Positive,0.238211,0.260885
YouTube,Useful but has minor issues.,Neutral,0,0.569958
10 Best Foods for You,Too many ads.,Negative,-0.307989,0.76432
Instagram,Love the interface and performance.,Positive,0.430046,0.292697
Canva,Very helpful and easy to use.,Positive,0.341789,0.724882
10 Best Foods for You,Works great especially for daily use.,Positive,0.957263,0.216553
Amazon Shopping,Average experience overall.,Neutral,0,0.428729
Telegram,"Amazing experience, highly recommended.",Positive,0.363275,0.331126
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.753246,0.711218
Adobe Acrobat Reader,App crashes frequently.,Negative,-0.141773,0.346188
YouTube,Very slow after the latest update.,Negative,-0.897966,0.615904
Adobe Acrobat Reader,Useful but has minor issues.,Neutral,0,0.332649
Adobe Acrobat Reader,"It's okay, needs some improvements.",Neutral,0,0.27813
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.636244,0.400221
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.596061
Amazon Shopping,Love the interface and performance.,Positive,0.355336,0.992891
YouTube,"Amazing experience, highly recommended.",Positive,0.834132,0.545921
YouTube,Average experience overall.,Neutral,0,0.183762
Spotify,"It's okay, needs some improvements.",Neutral,0,0.588069
WhatsApp,"Not bad, just decent.",Neutral,0,0.378729
Instagram,Average experience overall.,Neutral,0,0.549985
10 Best Foods for You,Very helpful and easy to use.,Positive,0.213697,0.731664
Flipkart,Excellent app with useful features.,Positive,0.975667,0.889605
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.64913,0.293195
Amazon Shopping,Love the interface and performance.,Positive,0.780723,0.472563
Spotify,Works fine but can be better.,Neutral,0,0.223019
Netflix,Excellent app with useful features.,Positive,0.24393,0.440164
Amazon Shopping,Average experience overall.,Neutral,0,0.240334
Zomato,Love the interface and performance.,Positive,0.491028,0.59863
WhatsApp,Very helpful and easy to use.,Positive,0.462203,0.76944
Zomato,Love the interface and performance.,Positive,0.881256,0.490026
Adobe Acrobat Reader,Works fine but can be better.,Neutral,0,0.544204
Amazon Shopping,Excellent app with useful features.,Positive,0.385216,0.421212
Zomato,"It's okay, needs some improvements.",Neutral,0,0.505789
Netflix,Not satisfied with the performance.,Negative,-0.732514,0.686657
Duolingo,Excellent app with useful features.,Positive,0.449514,0.902371
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.309513,0.275452
Spotify,,,,
Swiggy,Very helpful and easy to use.,Positive,0.524791,0.285513
Amazon Shopping,Works great especially for daily use.,Positive,0.265607,0.334704
Telegram,"It's okay, needs some improvements.",Neutral,0,0.415419
10 Best Foods for You,Average experience overall.,Neutral,0,0.184685
Zomato,"Amazing experience, highly recommended.",Positive,0.204229,0.61838
Duolingo,Average experience overall.,Neutral,0,0.346326
Canva,"Amazing experience, highly recommended.",Positive,0.353977,0.622225
Flipkart,Poor user experience.,Negative,-0.180328,0.501364
Canva,Poor user experience.,Negative,-0.770501,0.723679
10 Best Foods for You,Works great especially for daily use.,Positive,0.797429,0.75304
Spotify,"It's okay, needs some improvements.",Neutral,0,0.583587
Canva,Works great especially for daily use.,Positive,0.795904,0.785002
Telegram,Too many ads.,Negative,-0.13654,0.702202
Telegram,Excellent app with useful features.,Positive,0.530685,0.473086
Instagram,"It's okay, needs some improvements.",Neutral,0,0.534401
Flipkart,Love the interface and performance.,Positive,0.744252,0.554729
Canva,"Amazing experience, highly recommended.",Positive,0.482543,0.895961
Zomato,"Amazing experience, highly recommended.",Positive,0.959314,0.549961
Duolingo,,,,
Instagram,"It's okay, needs some improvements.",Neutral,0,0.474162
Netflix,Very helpful and easy to use.,Positive,0.312558,0.423462
Google Maps,Love the interface and performance.,Positive,0.252236,0.563543
Duolingo,Very helpful and easy to use.,Positive,0.871574,0.970807
Duolingo,Works great especially for daily use.,Positive,0.213717,0.387537
Instagram,Not satisfied with the performance.,Negative,-0.541272,0.953783
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.751926,0.41745
Telegram,"Amazing experience, highly recommended.",Positive,0.21624,0.653725
Swiggy,Too many ads.,Negative,-0.271261,0.830416
Telegram,Not satisfied with the performance.,Negative,-0.280905,0.670944
Amazon Shopping,App crashes frequently.,Negative,-0.865813,0.313699
YouTube,Love the interface and performance.,Positive,0.473037,0.584815
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.400934,0.843675
Spotify,Love the interface and performance.,Positive,0.652173,0.48551
Google Maps,Works great especially for daily use.,Positive,0.459772,0.886237
Flipkart,Very helpful and easy to use.,Positive,0.59452,0.544659
Netflix,,,,
Adobe Acrobat Reader,Very slow after the latest update.,Negative,-0.630338,0.330714
Instagram,App crashes frequently.,Negative,-0.907646,0.992842
Netflix,Works great especially for daily use.,Positive,0.374776,0.277485
Duolingo,,,,
Spotify,Not satisfied with the performance.,Negative,-0.199179,0.925172
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.274808,0.400253
Spotify,Average experience overall.,Neutral,0,0.122085
WhatsApp,Excellent app with useful features.,Positive,0.940983,0.59164
Canva,App crashes frequently.,Negative,-0.920161,0.708015
Swiggy,Very helpful and easy to use.,Positive,0.947724,0.802662
Netflix,Excellent app with useful features.,Positive,0.984564,0.657363
Telegram,Works great especially for daily use.,Positive,0.387376,0.236163
Amazon Shopping,Works great especially for daily use.,Positive,0.436,0.24902
Instagram,Excellent app with useful features.,Positive,0.780595,0.77925
Flipkart,Too many ads.,Negative,-0.248728,0.602276
WhatsApp,Poor user experience.,Negative,-0.659722,0.419963
10 Best Foods for You,"Not bad, just decent.",Neutral,0,0.154262
YouTube,"Amazing experience, highly recommended.",Positive,0.286752,0.383406
Zomato,Useful but has minor issues.,Neutral,0,0.541914
Netflix,Not satisfied with the performance.,Negative,-0.114033,0.920472
Amazon Shopping,Love the interface and performance.,Positive,0.37247,0.559247
Amazon Shopping,Works fine but can be better.,Neutral,0,0.257865
Spotify,"It's okay, needs some improvements.",Neutral,0,0.198135
Duolingo,Excellent app with useful features.,Positive,0.89978,0.292278
WhatsApp,Love the interface and performance.,Positive,0.95965,0.290532
Instagram,Average experience overall.,Neutral,0,0.126416
Amazon Shopping,Works great especially for daily use.,Positive,0.392386,0.240607
Zomato,Very slow after the latest update.,Negative,-0.514897,0.358498
Netflix,Very helpful and easy to use.,Positive,0.639126,0.862488
10 Best Foods for You,Very slow after the latest update.,Negative,-0.874259,0.85302
WhatsApp,Love the interface and performance.,Positive,0.553878,0.537698
Telegram,Works fine but can be better.,Neutral,0,0.33045
Telegram,"It's okay, needs some improvements.",Neutral,0,0.116553
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.531443
WhatsApp,,,,
Flipkart,Useful but has minor issues.,Neutral,0,0.140532
WhatsApp,App crashes frequently.,Negative,-0.604919,0.926006
Telegram,Useful but has minor issues.,Neutral,0,0.112921
Amazon Shopping,Excellent app with useful features.,Positive,0.835752,0.603216
Duolingo,Excellent app with useful features.,Positive,0.63662,0.318355
Telegram,"Amazing experience, highly recommended.",Positive,0.617778,0.81439
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.410827
10 Best Foods for You,Love the interface and performance.,Positive,0.547752,0.221001
Spotify,,,,
Telegram,Very helpful and easy to use.,Positive,0.709334,0.270951
WhatsApp,"Amazing experience, highly recommended.",Positive,0.502177,0.298354
Google Maps,Works great especially for daily use.,Positive,0.992534,0.495653
10 Best Foods for You,Useful but has minor issues.,Neutral,0,0.287663
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.242429,0.366333
Google Maps,"Not bad, just decent.",Neutral,0,0.409046
YouTube,Useful but has minor issues.,Neutral,0,0.192383
Adobe Acrobat Reader,"It's okay, needs some improvements.",Neutral,0,0.532626
Duolingo,Love the interface and performance.,Positive,0.932188,0.790805
Duolingo,Works great especially for daily use.,Positive,0.637982,0.578913
Swiggy,"Amazing experience, highly recommended.",Positive,0.774545,0.350147
Telegram,Works great especially for daily use.,Positive,0.7384,0.313201
Google Maps,Works great especially for daily use.,Positive,0.617379,0.716149
Telegram,Works great especially for daily use.,Positive,0.216567,0.903557
YouTube,Love the interface and performance.,Positive,0.544711,0.283274
YouTube,Excellent app with useful features.,Positive,0.85763,0.4333
Telegram,Very helpful and easy to use.,Positive,0.806126,0.893019
10 Best Foods for You,Works fine but can be better.,Neutral,0,0.269965
Telegram,Excellent app with useful features.,Positive,0.734931,0.575866
Duolingo,Very helpful and easy to use.,Positive,0.610384,0.967977
Netflix,Very slow after the latest update.,Negative,-0.342298,0.55786
Netflix,Very helpful and easy to use.,Positive,0.465241,0.977981
Instagram,Works fine but can be better.,Neutral,0,0.11877
Telegram,Too many ads.,Negative,-0.785065,0.94154
Canva,Average experience overall.,Neutral,0,0.514263
Duolingo,App crashes frequently.,Negative,-0.644752,0.455315
Amazon Shopping,Love the interface and performance.,Positive,0.563795,0.57316
Swiggy,Love the interface and performance.,Positive,0.980472,0.392877
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.307766,0.715223
Canva,,,,
Google Maps,"It's okay, needs some improvements.",Neutral,0,0.559065
Spotify,Very helpful and easy to use.,Positive,0.993138,0.276246
Netflix,Useful but has minor issues.,Neutral,0,0.545912
10 Best Foods for You,Excellent app with useful features.,Positive,0.99781,0.223519
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.302326,0.677757
Swiggy,,,,
WhatsApp,"Amazing experience, highly recommended.",Positive,0.41111,0.426919
Spotify,"Not bad, just decent.",Neutral,0,0.558336
Swiggy,Very helpful and easy to use.,Positive,0.687794,0.476634
Swiggy,Excellent app with useful features.,Positive,0.846811,0.896673
Telegram,Love the interface and performance.,Positive,0.433795,0.38508
Netflix,Useful but has minor issues.,Neutral,0,0.169647
Google Maps,Average experience overall.,Neutral,0,0.5708
Spotify,Works great especially for daily use.,Positive,0.561034,0.468153
Google Maps,Excellent app with useful features.,Positive,0.756334,0.885822
Duolingo,Excellent app with useful features.,Positive,0.863666,0.704382
YouTube,"Amazing experience, highly recommended.",Positive,0.542936,0.97303
WhatsApp,,,,
WhatsApp,"Not bad, just decent.",Neutral,0,0.490153
10 Best Foods for You,App crashes frequently.,Negative,-0.531769,0.442228
Google Maps,"It's okay, needs some improvements.",Neutral,0,0.293142
Telegram,Works great especially for daily use.,Positive,0.279957,0.340407
Canva,Excellent app with useful features.,Positive,0.853918,0.607261
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.539579,0.649097
Swiggy,Love the interface and performance.,Positive,0.865113,0.432321
10 Best Foods for You,Love the interface and performance.,Positive,0.203967,0.622248
Instagram,Works great especially for daily use.,Positive,0.58151,0.733685
Netflix,"Amazing experience, highly recommended.",Positive,0.236896,0.386998
Flipkart,Excellent app with useful features.,Positive,0.733621,0.561227
WhatsApp,,,,
Zomato,,,,
Flipkart,Excellent app with useful features.,Positive,0.842629,0.428612
Amazon Shopping,"Not bad, just decent.",Neutral,0,0.595947
Spotify,Love the interface and performance.,Positive,0.764929,0.69902
Telegram,"Not bad, just decent.",Neutral,0,0.53479
Telegram,Love the interface and performance.,Positive,0.807596,0.796815
Telegram,Poor user experience.,Negative,-0.919311,0.665549
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.709422,0.655009
Amazon Shopping,Excellent app with useful features.,Positive,0.81784,0.909871
Spotify,Very slow after the latest update.,Negative,-0.14204,0.923378
Adobe Acrobat Reader,Average experience overall.,Neutral,0,0.247216
Amazon Shopping,Love the interface and performance.,Positive,0.647879,0.950023
Google Maps,Love the interface and performance.,Positive,0.578382,0.518395
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.713549,0.339132
Canva,Very slow after the latest update.,Negative,-0.532006,0.454278
Telegram,Very slow after the latest update.,Negative,-0.19133,0.664146
Telegram,Works fine but can be better.,Neutral,0,0.514007
Swiggy,Excellent app with useful features.,Positive,0.985278,0.921799
Spotify,Love the interface and performance.,Positive,0.843668,0.827261
Google Maps,Works great especially for daily use.,Positive,0.547316,0.412831
YouTube,Very helpful and easy to use.,Positive,0.52554,0.258243
Zomato,"Amazing experience, highly recommended.",Positive,0.278602,0.864491
Swiggy,Love the interface and performance.,Positive,0.450956,0.469482
Swiggy,Works great especially for daily use.,Positive,0.821775,0.518936
Amazon Shopping,Works fine but can be better.,Neutral,0,0.524882
Duolingo,Excellent app with useful features.,Positive,0.866024,0.331396
YouTube,Love the interface and performance.,Positive,0.547399,0.512538
Swiggy,App crashes frequently.,Negative,-0.249661,0.834278
Netflix,Works great especially for daily use.,Positive,0.851451,0.467873
Zomato,Excellent app with useful features.,Positive,0.500153,0.244789
Telegram,Love the interface and performance.,Positive,0.25853,0.790184
10 Best Foods for You,Useful but has minor issues.,Neutral,0,0.19795
Spotify,Average experience overall.,Neutral,0,0.12515
Flipkart,Excellent app with useful features.,Positive,0.916575,0.55252
Spotify,"Amazing experience, highly recommended.",Positive,0.908348,0.780817
YouTube,Useful but has minor issues.,Neutral,0,0.168597
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.779991,0.860805
Swiggy,Works great especially for daily use.,Positive,0.652337,0.945988
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.94926,0.739706
Duolingo,Works great especially for daily use.,Positive,0.563093,0.271349
Amazon Shopping,Works great especially for daily use.,Positive,0.362095,0.932656
Google Maps,Excellent app with useful features.,Positive,0.571404,0.363934
Swiggy,"It's okay, needs some improvements.",Neutral,0,0.401464
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.390378,0.610636
Telegram,Love the interface and performance.,Positive,0.658749,0.475972
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.437383,0.411679
10 Best Foods for You,Love the interface and performance.,Positive,0.458418,0.312681
Google Maps,Excellent app with useful features.,Positive,0.544928,0.427808
10 Best Foods for You,Very helpful and easy to use.,Positive,0.8656,0.518688
Netflix,"Amazing experience, highly recommended.",Positive,0.792733,0.599727
Netflix,Excellent app with useful features.,Positive,0.867166,0.71125
Swiggy,Useful but has minor issues.,Neutral,0,0.513661
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.337296,0.6369
WhatsApp,Useful but has minor issues.,Neutral,0,0.318966
YouTube,Useful but has minor issues.,Neutral,0,0.221515
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.52674,0.470777
Spotify,App crashes frequently.,Negative,-0.556457,0.791974
Netflix,Excellent app with useful features.,Positive,0.562859,0.760089
Google Maps,"Amazing experience, highly recommended.",Positive,0.614622,0.846085
Zomato,Excellent app with useful features.,Positive,0.500893,0.314904
Telegram,Very helpful and easy to use.,Positive,0.462312,0.327374
Google Maps,"It's okay, needs some improvements.",Neutral,0,0.488643
Netflix,Too many ads.,Negative,-0.635559,0.405238
Adobe Acrobat Reader,Average experience overall.,Neutral,0,0.136377
Spotify,"Amazing experience, highly recommended.",Positive,0.80397,0.963913
Netflix,Works fine but can be better.,Neutral,0,0.21761
Spotify,Love the interface and performance.,Positive,0.894462,0.96247
Amazon Shopping,Very helpful and easy to use.,Positive,0.838708,0.96112
WhatsApp,Useful but has minor issues.,Neutral,0,0.316575
WhatsApp,Useful but has minor issues.,Neutral,0,0.584533
Telegram,Too many ads.,Negative,-0.238478,0.726811
Netflix,Works fine but can be better.,Neutral,0,0.27339
Telegram,Excellent app with useful features.,Positive,0.756224,0.553124
Flipkart,Love the interface and performance.,Positive,0.521323,0.512397
Canva,Very slow after the latest update.,Negative,-0.976404,0.730908
Duolingo,Love the interface and performance.,Positive,0.250785,0.702255
Instagram,"Amazing experience, highly recommended.",Positive,0.633581,0.885619
Spotify,Works great especially for daily use.,Positive,0.869636,0.30359
Netflix,Excellent app with useful features.,Positive,0.832422,0.625713
Telegram,Works great especially for daily use.,Positive,0.745871,0.833924
Flipkart,Excellent app with useful features.,Positive,0.730856,0.89423
YouTube,Love the interface and performance.,Positive,0.465502,0.565308
10 Best Foods for You,,,,
Adobe Acrobat Reader,Very slow after the latest update.,Negative,-0.299459,0.539842
Flipkart,Love the interface and performance.,Positive,0.514539,0.674876
Canva,Useful but has minor issues.,Neutral,0,0.247082
Telegram,Not satisfied with the performance.,Negative,-0.334576,0.89272
YouTube,Very slow after the latest update.,Negative,-0.508436,0.931063
Spotify,Works great especially for daily use.,Positive,0.408583,0.747575
Swiggy,Very helpful and easy to use.,Positive,0.777937,0.945729
Amazon Shopping,Works great especially for daily use.,Positive,0.974902,0.337486
Spotify,Works fine but can be better.,Neutral,0,0.36487
YouTube,Love the interface and performance.,Positive,0.284968,0.768492
Flipkart,Poor user experience.,Negative,-0.532959,0.969381
Zomato,Very helpful and easy to use.,Positive,0.80479,0.818403
Duolingo,Works great especially for daily use.,Positive,0.445295,0.698544
Swiggy,Love the interface and performance.,Positive,0.259608,0.865918
Swiggy,Excellent app with useful features.,Positive,0.359318,0.86642
Flipkart,Excellent app with useful features.,Positive,0.268808,0.491379
Google Maps,"Amazing experience, highly recommended.",Positive,0.286018,0.862079
Canva,Works fine but can be better.,Neutral,0,0.40969
Canva,Love the interface and performance.,Positive,0.277902,0.839043
Instagram,Love the interface and performance.,Positive,0.412604,0.877284
WhatsApp,Works fine but can be better.,Neutral,0,0.575193
YouTube,Average experience overall.,Neutral,0,0.328316
Spotify,Not satisfied with the performance.,Negative,-0.528651,0.69304
Spotify,"Amazing experience, highly recommended.",Positive,0.205381,0.488789
Canva,Very helpful and easy to use.,Positive,0.521755,0.912148
Swiggy,"Not bad, just decent.",Neutral,0,0.308042
Flipkart,"Amazing experience, highly recommended.",Positive,0.833836,0.559824
Instagram,Very slow after the latest update.,Negative,-0.556559,0.536523
Flipkart,Too many ads.,Negative,-0.512785,0.537675
Spotify,Very helpful and easy to use.,Positive,0.830086,0.873261
Duolingo,Love the interface and performance.,Positive,0.928389,0.974108
YouTube,App crashes frequently.,Negative,-0.877487,0.895709
Swiggy,,,,
Amazon Shopping,Works great especially for daily use.,Positive,0.669065,0.902726
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.83945,0.894788
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.227031,0.363273
Telegram,"It's okay, needs some improvements.",Neutral,0,0.241955
Duolingo,"Amazing experience, highly recommended.",Positive,0.508661,0.69597
WhatsApp,Works great especially for daily use.,Positive,0.538458,0.919095
YouTube,Poor user experience.,Negative,-0.865266,0.304456
Flipkart,Very slow after the latest update.,Negative,-0.172683,0.501539
Adobe Acrobat Reader,Average experience overall.,Neutral,0,0.453783
YouTube,Average experience overall.,Neutral,0,0.518169
Amazon Shopping,Excellent app with useful features.,Positive,0.70153,0.699254
10 Best Foods for You,Excellent app with useful features.,Positive,0.615672,0.532294
Instagram,"Not bad, just decent.",Neutral,0,0.272504
Netflix,Love the interface and performance.,Positive,0.764933,0.732126
Amazon Shopping,Poor user experience.,Negative,-0.582165,0.482238
Flipkart,Works great especially for daily use.,Positive,0.503128,0.89019
10 Best Foods for You,Useful but has minor issues.,Neutral,0,0.508334
Zomato,Love the interface and performance.,Positive,0.392871,0.2818
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.96828,0.716336
Amazon Shopping,Average experience overall.,Neutral,0,0.321449
WhatsApp,Not satisfied with the performance.,Negative,-0.130042,0.969684
Swiggy,,,,
Amazon Shopping,Love the interface and performance.,Positive,0.927713,0.371279
Google Maps,Poor user experience.,Negative,-0.280537,0.760073
Spotify,Love the interface and performance.,Positive,0.640527,0.389164
Amazon Shopping,Works great especially for daily use.,Positive,0.831481,0.884559
Netflix,Very helpful and easy to use.,Positive,0.413423,0.297725
WhatsApp,"Not bad, just decent.",Neutral,0,0.209433
YouTube,Excellent app with useful features.,Positive,0.656835,0.40883
Duolingo,Poor user experience.,Negative,-0.449908,0.807521
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.319398
Amazon Shopping,Works great especially for daily use.,Positive,0.24435,0.397191
Swiggy,"Not bad, just decent.",Neutral,0,0.459382
Canva,Too many ads.,Negative,-0.875552,0.965865
Swiggy,Excellent app with useful features.,Positive,0.849857,0.802199
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.638384,0.338613
Swiggy,,,,
YouTube,"Not bad, just decent.",Neutral,0,0.359312
Netflix,Works great especially for daily use.,Positive,0.754656,0.777636
Swiggy,Works great especially for daily use.,Positive,0.389437,0.627992
Swiggy,"It's okay, needs some improvements.",Neutral,0,0.200998
Duolingo,"Amazing experience, highly recommended.",Positive,0.716325,0.851738
Zomato,"Amazing experience, highly recommended.",Positive,0.253127,0.868147
Amazon Shopping,Not satisfied with the performance.,Negative,-0.191314,0.907315
10 Best Foods for You,Average experience overall.,Neutral,0,0.48961
WhatsApp,"It's okay, needs some improvements.",Neutral,0,0.146238
Canva,Useful but has minor issues.,Neutral,0,0.196426
Spotify,Not satisfied with the performance.,Negative,-0.625974,0.629068
Canva,Love the interface and performance.,Positive,0.973932,0.316147
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.203623
Adobe Acrobat Reader,Poor user experience.,Negative,-0.6309,0.826862
Amazon Shopping,"It's okay, needs some improvements.",Neutral,0,0.157967
Google Maps,Works great especially for daily use.,Positive,0.233481,0.694006
10 Best Foods for You,Useful but has minor issues.,Neutral,0,0.479976
Swiggy,Very slow after the latest update.,Negative,-0.966679,0.700319
Google Maps,Excellent app with useful features.,Positive,0.72827,0.564275
Swiggy,Love the interface and performance.,Positive,0.282904,0.811488
Duolingo,Excellent app with useful features.,Positive,0.83187,0.746433
Telegram,App crashes frequently.,Negative,-0.481213,0.528647
Amazon Shopping,Works great especially for daily use.,Positive,0.213692,0.858591
Canva,Very helpful and easy to use.,Positive,0.777259,0.871717
Adobe Acrobat Reader,"It's okay, needs some improvements.",Neutral,0,0.502681
Canva,Very helpful and easy to use.,Positive,0.302563,0.755648
Instagram,Average experience overall.,Neutral,0,0.584443
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.639756,0.631711
Google Maps,Very slow after the latest update.,Negative,-0.238292,0.48155
Adobe Acrobat Reader,"It's okay, needs some improvements.",Neutral,0,0.170423
Instagram,Very helpful and easy to use.,Positive,0.691401,0.583448
Netflix,Love the interface and performance.,Positive,0.69554,0.554492
